   26   26   48    1   26     /IRON               /ABELS-VAN MAANEN 1985   ADF11
  -7.18678  -7.18678
  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680
  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680
  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680  -7.13680
  -7.13680  -7.13680
  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681
  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681
  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681  -7.08681
  -7.08681  -7.08681
  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682
  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682
  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682  -7.03682
  -7.03682  -7.03682
  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683
  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683
  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683  -6.98683
  -6.98683  -6.98683
  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684
  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684
  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684  -6.93684
  -6.93684  -6.93684
  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685
  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685
  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685  -6.88685
  -6.88685  -6.88685
  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686
  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686
  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686  -6.83686
  -6.83686  -6.83686
  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687
  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687
  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687  -6.78687
  -6.78687  -6.78687
  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688
  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688
  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688  -6.73688
  -6.73688  -6.73688
  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689
  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689
  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689  -6.68689
  -6.68689  -6.68689
  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691
  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691
  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691  -6.63691
  -6.63691  -6.63691
  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692
  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692
  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692  -6.58692
  -6.58692  -6.58692
  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693
  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693
  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693  -6.53693
  -6.53693  -6.53693
  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694
  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694
  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694  -6.48694
  -6.48694  -6.48694
  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695
  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695
  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695  -6.43695
  -6.43695  -6.43695
  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696
  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696
  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696  -6.38696
  -6.38696  -6.38696
  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697
  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697
  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697  -6.33697
  -6.33697  -6.33697
  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698
  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698
  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698  -6.28698
  -6.28698  -6.28698
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699  -6.23699
  -6.23699  -6.23699
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 5   / DATE= 13.10.00
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278  -8.48278
  -8.48278  -8.48278
  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280
  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280
  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280  -8.43280
  -8.43280  -8.43280
  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281
  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281
  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281  -8.38281
  -8.38281  -8.38281
  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282
  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282
  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282  -8.33282
  -8.33282  -8.33282
  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283
  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283
  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283  -8.28283
  -8.28283  -8.28283
  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284
  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284
  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284  -8.23284
  -8.23284  -8.23284
  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285
  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285
  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285  -8.18285
  -8.18285  -8.18285
  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286
  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286
  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286  -8.13286
  -8.13286  -8.13286
  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287
  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287
  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287  -8.08287
  -8.08287  -8.08287
  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288
  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288
  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288  -8.03288
  -8.03288  -8.03288
  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289
  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289
  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289  -7.98289
  -7.98289  -7.98289
  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290
  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290
  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290  -7.93290
  -7.93290  -7.93290
  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292
  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292
  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292  -7.88292
  -7.88292  -7.88292
  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293
  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293
  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293  -7.83293
  -7.83293  -7.83293
  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294
  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294
  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294  -7.78294
  -7.78294  -7.78294
  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295
  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295
  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295  -7.73295
  -7.73295  -7.73295
  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296
  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296
  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296  -7.68296
  -7.68296  -7.68296
  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297
  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297
  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297  -7.63297
  -7.63297  -7.63297
  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298
  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298
  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298  -7.58298
  -7.58298  -7.58298
  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299
  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299
  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299  -7.53299
  -7.53299  -7.53299
  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300
  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300
  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300  -7.48300
  -7.48300  -7.48300
  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301
  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301
  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301  -7.43301
  -7.43301  -7.43301
  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303
  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303
  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303  -7.38303
  -7.38303  -7.38303
  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304
  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304
  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304  -7.33304
  -7.33304  -7.33304
  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305
  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305
  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305  -7.28305
  -7.28305  -7.28305
  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306
  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306
  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306  -7.23306
  -7.23306  -7.23306
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307  -7.18307
  -7.18307  -7.18307
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308  -7.13308
  -7.13308  -7.13308
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309  -7.08309
  -7.08309  -7.08309
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310  -7.03310
  -7.03310  -7.03310
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311  -6.98311
  -6.98311  -6.98311
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312  -6.93312
  -6.93312  -6.93312
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313  -6.88313
  -6.88313  -6.88313
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315  -6.83315
  -6.83315  -6.83315
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316  -6.78316
  -6.78316  -6.78316
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317  -6.73317
  -6.73317  -6.73317
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318  -6.68318
  -6.68318  -6.68318
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319  -6.63319
  -6.63319  -6.63319
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320  -6.58320
  -6.58320  -6.58320
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321  -6.53321
  -6.53321  -6.53321
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322  -6.48322
  -6.48322  -6.48322
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323  -6.43323
  -6.43323  -6.43323
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324  -6.38324
  -6.38324  -6.38324
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326  -6.33326
  -6.33326  -6.33326
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327  -6.28327
  -6.28327  -6.28327
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328  -6.23328
  -6.23328  -6.23328
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329  -6.18329
  -6.18329  -6.18329
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330  -6.13330
  -6.13330  -6.13330
 --------------------/ IPRT= 1  / IGRD= 1  / MH=2.01/ Z1= 6   / DATE= 13.10.00
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806  -8.39806
  -8.39806  -8.39806
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807  -8.34807
  -8.34807  -8.34807
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808  -8.29808
  -8.29808  -8.29808
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809  -8.24809
  -8.24809  -8.24809
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810  -8.19810
  -8.19810  -8.19810
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811  -8.14811
  -8.14811  -8.14811
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813  -8.09813
  -8.09813  -8.09813
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814  -8.04814
  -8.04814  -8.04814
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815  -7.99815
  -7.99815  -7.99815
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816  -7.94816
  -7.94816  -7.94816
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817  -7.89817
  -7.89817  -7.89817
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818  -7.84818
  -7.84818  -7.84818
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819  -7.79819
  -7.79819  -7.79819
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820  -7.74820
  -7.74820  -7.74820
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821  -7.69821
  -7.69821  -7.69821
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822  -7.64822
  -7.64822  -7.64822
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824  -7.59824
  -7.59824  -7.59824
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825  -7.54825
  -7.54825  -7.54825
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826  -7.49826
  -7.49826  -7.49826
  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827  -7.44827
