    3   16   25    1    3     /LITHIUM            /GCR PROJECT      
 -30.76538 -30.76777 -30.76705 -30.77588 -30.77047 -30.84621 -30.77277 -30.07380
 -30.29876 -30.29868 -30.29871 -30.29863 -30.29866 -30.29880 -30.29886 -30.29977
 -30.29939 -30.30038 -30.30058 -30.30615 -30.30138 -30.37502 -30.30237 -29.60340
 -30.16980 -30.17050 -30.17044 -30.17063 -30.17066 -30.17144 -30.17132 -30.17117
 -30.17136 -30.17182 -30.17189 -30.17831 -30.17326 -30.24637 -30.17315 -29.47418
 -30.14532 -30.14529 -30.14535 -30.14603 -30.14597 -30.14615 -30.14610 -30.14623
 -30.14659 -30.14709 -30.14717 -30.15317 -30.14791 -30.22155 -30.14836 -29.44939
 -30.15281 -30.15308 -30.15308 -30.15351 -30.15345 -30.15328 -30.15331 -30.15392
 -30.15405 -30.15467 -30.15469 -30.16028 -30.15524 -30.22916 -30.15600 -29.45703
 -30.17131 -30.17203 -30.17196 -30.17197 -30.17196 -30.17189 -30.17195 -30.17272
 -30.17261 -30.17327 -30.17326 -30.17868 -30.17390 -30.24771 -30.17456 -29.47559
 -30.19337 -30.19391 -30.19386 -30.19373 -30.19377 -30.19413 -30.19413 -30.19467
 -30.19451 -30.19511 -30.19516 -30.20061 -30.19587 -30.26938 -30.19624 -29.49727
 -30.23390 -30.23380 -30.23384 -30.23379 -30.23386 -30.23467 -30.23458 -30.23456
 -30.23454 -30.23532 -30.23531 -30.24082 -30.23605 -30.30910 -30.23601 -29.53704
 -30.25057 -30.25041 -30.25046 -30.25045 -30.25051 -30.25115 -30.25107 -30.25097
 -30.25099 -30.25206 -30.25189 -30.25735 -30.25264 -30.32564 -30.25256 -29.55359
 -30.44766 -30.44756 -30.44766 -30.44875 -30.44863 -30.44864 -30.44863 -30.44866
 -30.44863 -30.44901 -30.44863 -30.45387 -30.44863 -30.52174 -30.44863 -29.74966
 -30.78043 -30.78033 -30.78043 -30.78152 -30.78140 -30.78141 -30.78140 -30.78143
 -30.78140 -30.78178 -30.78140 -30.78664 -30.78140 -30.85451 -30.78140 -30.08243
 -30.99962 -30.99952 -30.99962 -31.00071 -31.00060 -31.00061 -31.00060 -31.00062
 -31.00060 -31.00097 -31.00060 -31.00583 -31.00060 -31.07371 -31.00060 -30.30163
 -31.23197 -31.23188 -31.23197 -31.23307 -31.23295 -31.23296 -31.23295 -31.23298
 -31.23295 -31.23332 -31.23295 -31.23819 -31.23295 -31.30606 -31.23295 -30.53398
 -31.94766 -31.94756 -31.94766 -31.94875 -31.94863 -31.94864 -31.94863 -31.94866
 -31.94863 -31.94901 -31.94863 -31.95387 -31.94863 -32.02174 -31.94863 -31.24966
 -32.28043 -32.28033 -32.28043 -32.28152 -32.28140 -32.28141 -32.28140 -32.28143
 -32.28140 -32.28178 -32.28140 -32.28664 -32.28140 -32.35451 -32.28140 -31.58243
 -32.49962 -32.49952 -32.49962 -32.50071 -32.50060 -32.50061 -32.50060 -32.50062
 -32.50060 -32.50097 -32.50060 -32.50583 -32.50060 -32.57371 -32.50060 -31.80163
 -32.73197 -32.73188 -32.73197 -32.73307 -32.73295 -32.73296 -32.73295 -32.73298
 -32.73295 -32.73332 -32.73295 -32.73819 -32.73295 -32.80606 -32.73295 -32.03398
---------------------/ IPRT= 2  / IGRD= 0  /--------/ Z1= 1   / DATE= 11/11/02
 -31.11082 -31.09823 -31.09220 -31.07436 -31.06264 -31.02702 -31.00761 -30.95217
 -30.92138 -30.82689 -30.77513 -30.62948 -30.54617 -30.35095 -30.18377 -29.48480
 -31.19724 -31.18916 -31.18536 -31.17271 -31.16501 -31.14036 -31.12698 -31.08859
 -31.06800 -31.00322 -30.96524 -30.86581 -30.80540 -30.68418 -30.54188 -29.84291
 -31.29551 -31.29044 -31.28827 -31.28114 -31.27624 -31.26211 -31.25397 -31.23120
 -31.21790 -31.17809 -31.15555 -31.09502 -31.05597 -31.00341 -30.88539 -30.18642
 -31.35232 -31.34885 -31.34754 -31.34245 -31.33921 -31.32942 -31.32375 -31.30777
 -31.29824 -31.27031 -31.25370 -31.21186 -31.18157 -31.16532 -31.05975 -30.36078
 -31.40477 -31.40223 -31.40118 -31.39849 -31.39635 -31.38934 -31.38583 -31.37488
 -31.36859 -31.34962 -31.33834 -31.31101 -31.28857 -31.30049 -31.20542 -30.50645
 -31.49984 -31.49999 -31.49947 -31.49873 -31.49904 -31.49646 -31.49553 -31.49319
 -31.49104 -31.48696 -31.48391 -31.48066 -31.47135 -31.52783 -31.44858 -30.74961
 -31.50380 -31.50340 -31.50294 -31.50281 -31.50222 -31.50161 -31.50162 -31.49990
 -31.49958 -31.49787 -31.49618 -31.49638 -31.48935 -31.55502 -31.47893 -30.77996
 -31.49002 -31.49009 -31.49021 -31.48978 -31.48923 -31.48954 -31.48934 -31.48803
 -31.48816 -31.48715 -31.48598 -31.48828 -31.48185 -31.55028 -31.47529 -30.77632
 -31.46443 -31.46441 -31.46438 -31.46449 -31.46460 -31.46468 -31.46456 -31.46296
 -31.46312 -31.46364 -31.46258 -31.46637 -31.46076 -31.53049 -31.45668 -30.75771
 -31.38751 -31.38750 -31.38750 -31.38751 -31.38752 -31.38750 -31.38752 -31.38786
 -31.38772 -31.38702 -31.38675 -31.39137 -31.38563 -31.45839 -31.38472 -30.68575
 -31.32922 -31.32923 -31.32923 -31.32922 -31.32922 -31.32923 -31.32922 -31.32916
 -31.32915 -31.32988 -31.32939 -31.33364 -31.32869 -31.40132 -31.32771 -30.62874
 -31.28318 -31.28318 -31.28318 -31.28318 -31.28318 -31.28318 -31.28318 -31.28318
 -31.28316 -31.28361 -31.28322 -31.28827 -31.28313 -31.35587 -31.28228 -30.58331
 -31.24572 -31.24572 -31.24572 -31.24572 -31.24572 -31.24573 -31.24572 -31.24577
 -31.24573 -31.24606 -31.24570 -31.25105 -31.24575 -31.31827 -31.24501 -30.54604
 -31.21485 -31.21485 -31.21485 -31.21485 -31.21485 -31.21485 -31.21485 -31.21487
 -31.21485 -31.21522 -31.21484 -31.22016 -31.21485 -31.28718 -31.21414 -30.51517
 -31.18888 -31.18888 -31.18888 -31.18888 -31.18888 -31.18888 -31.18888 -31.18890
 -31.18887 -31.18927 -31.18888 -31.19414 -31.18887 -31.26132 -31.18815 -30.48918
 -31.14345 -31.14345 -31.14345 -31.14345 -31.14345 -31.14345 -31.14345 -31.14347
 -31.14345 -31.14382 -31.14344 -31.14866 -31.14345 -31.21632 -31.14289 -30.44392
 -31.12289 -31.12289 -31.12289 -31.12289 -31.12289 -31.12290 -31.12289 -31.12292
 -31.12289 -31.12326 -31.12289 -31.12811 -31.12290 -31.19588 -31.12251 -30.42354
 -31.05167 -31.05167 -31.05167 -31.05167 -31.05167 -31.05167 -31.05167 -31.05169
 -31.05167 -31.05204 -31.05167 -31.05691 -31.05167 -31.12478 -31.05167 -30.35270
 -31.38444 -31.38444 -31.38444 -31.38444 -31.38444 -31.38444 -31.38444 -31.38447
 -31.38444 -31.38482 -31.38444 -31.38968 -31.38444 -31.45755 -31.38444 -30.68547
 -31.60363 -31.60363 -31.60363 -31.60363 -31.60363 -31.60363 -31.60363 -31.60366
 -31.60363 -31.60401 -31.60363 -31.60887 -31.60363 -31.67674 -31.60363 -30.90466
 -31.83599 -31.83599 -31.83599 -31.83599 -31.83599 -31.83599 -31.83599 -31.83601
 -31.83599 -31.83636 -31.83599 -31.84122 -31.83599 -31.90910 -31.83599 -31.13702
 -32.55167 -32.55167 -32.55167 -32.55167 -32.55167 -32.55167 -32.55167 -32.55169
 -32.55167 -32.55204 -32.55167 -32.55691 -32.55167 -32.62478 -32.55167 -31.85270
 -32.88444 -32.88444 -32.88444 -32.88444 -32.88444 -32.88444 -32.88444 -32.88447
 -32.88444 -32.88482 -32.88444 -32.88968 -32.88444 -32.95755 -32.88444 -32.18547
 -33.10363 -33.10363 -33.10363 -33.10363 -33.10363 -33.10363 -33.10363 -33.10366
 -33.10363 -33.10401 -33.10363 -33.10887 -33.10363 -33.17674 -33.10363 -32.40466
 -33.33599 -33.33599 -33.33599 -33.33599 -33.33599 -33.33599 -33.33599 -33.33601
 -33.33599 -33.33636 -33.33599 -33.34122 -33.33599 -33.40910 -33.33599 -32.63702
---------------------/ IPRT= 1  / IGRD= 0  /--------/ Z1= 2   / DATE= 11/11/02
 -28.33790 -28.27612 -28.24075 -28.12242 -28.05732 -27.87113 -27.77536 -27.50173
 -27.35196 -26.92832 -26.71772 -26.16459 -25.90438 -25.26551 -24.98282 -24.32936
 -28.50242 -28.45933 -28.43416 -28.34859 -28.30179 -28.16657 -28.09665 -27.89090
 -27.77701 -27.44905 -27.28328 -26.82829 -26.60326 -26.02497 -25.75721 -25.12042
 -28.69055 -28.66403 -28.64731 -28.59305 -28.56276 -28.47452 -28.42691 -28.28592
 -28.20694 -27.98215 -27.86462 -27.53243 -27.36201 -26.89945 -26.67294 -26.09869
 -28.80926 -28.78903 -28.77561 -28.73637 -28.71458 -28.64675 -28.61199 -28.50406
 -28.44395 -28.26964 -28.17845 -27.91843 -27.78105 -27.39973 -27.20910 -26.70610
 -28.92638 -28.91435 -28.90564 -28.87482 -28.85931 -28.81217 -28.78546 -28.70493
 -28.65987 -28.53092 -28.46170 -28.26160 -28.15582 -27.85832 -27.70472 -27.29134
 -29.27229 -29.26756 -29.26498 -29.25610 -29.25045 -29.23415 -29.22496 -29.19614
 -29.17984 -29.13139 -29.10561 -29.02688 -28.98512 -28.86545 -28.80095 -28.61529
 -29.42283 -29.42083 -29.41951 -29.41403 -29.41055 -29.40166 -29.39623 -29.37960
 -29.37009 -29.34193 -29.32576 -29.27898 -29.25371 -29.18093 -29.14115 -29.02395
 -29.51453 -29.51403 -29.51223 -29.50973 -29.50727 -29.50130 -29.49828 -29.48679
 -29.48008 -29.46143 -29.45028 -29.41820 -29.40085 -29.34962 -29.32212 -29.23985
 -29.55997 -29.55985 -29.55961 -29.55915 -29.55881 -29.55766 -29.55547 -29.55171
 -29.54853 -29.53859 -29.53291 -29.51459 -29.50498 -29.47512 -29.45799 -29.40744
 -28.94889 -28.95852 -28.96271 -28.97407 -28.97989 -28.99453 -29.00166 -29.01724
 -29.02347 -29.03891 -29.04522 -29.05781 -29.06270 -29.07107 -29.07430 -29.07956
 -28.60265 -28.61357 -28.61788 -28.63068 -28.63765 -28.65587 -28.66403 -28.68174
 -28.68950 -28.70814 -28.71582 -28.73218 -28.73884 -28.75086 -28.75564 -28.76615
 -28.47341 -28.48430 -28.48867 -28.50258 -28.50996 -28.52888 -28.53629 -28.55474
 -28.56336 -28.58295 -28.59059 -28.60837 -28.61566 -28.62817 -28.63365 -28.64620
 -28.42469 -28.43627 -28.44090 -28.45491 -28.46206 -28.48045 -28.48785 -28.50737
 -28.51618 -28.53695 -28.54460 -28.56262 -28.57004 -28.58257 -28.58858 -28.60089
 -28.41309 -28.42474 -28.42941 -28.44347 -28.45047 -28.46886 -28.47668 -28.49656
 -28.50540 -28.52623 -28.53386 -28.55180 -28.55914 -28.57280 -28.57885 -28.59105
 -28.41979 -28.43135 -28.43598 -28.44990 -28.45701 -28.47545 -28.48377 -28.50349
 -28.51229 -28.53311 -28.54073 -28.55861 -28.56593 -28.58057 -28.58652 -28.59871
 -28.45690 -28.46860 -28.47331 -28.48639 -28.49402 -28.51201 -28.52094 -28.53993
 -28.54856 -28.57030 -28.57804 -28.59610 -28.60368 -28.61832 -28.62425 -28.63608
 -28.48069 -28.49241 -28.49715 -28.50994 -28.51763 -28.53550 -28.54449 -28.56333
 -28.57182 -28.59369 -28.60157 -28.61990 -28.62749 -28.64195 -28.64787 -28.65940
 -28.88986 -28.89815 -28.90301 -28.91352 -28.91893 -28.93655 -28.94324 -28.96073
 -28.96917 -28.98818 -28.99568 -29.01149 -29.01800 -29.03217 -29.03675 -29.04919
 -29.09896 -29.10636 -29.11006 -29.11977 -29.12454 -29.13813 -29.14427 -29.15857
 -29.16549 -29.18045 -29.18686 -29.20045 -29.20589 -29.21774 -29.22179 -29.23184
 -29.21387 -29.22007 -29.22339 -29.23088 -29.23463 -29.24544 -29.25067 -29.26295
 -29.26782 -29.28055 -29.28572 -29.29673 -29.30115 -29.31005 -29.31322 -29.32190
 -29.28939 -29.29446 -29.29651 -29.30181 -29.30442 -29.31249 -29.31629 -29.32467
 -29.32798 -29.33664 -29.34070 -29.34825 -29.35123 -29.35747 -29.36004 -29.36688
 -30.00302 -30.00808 -30.01011 -30.01539 -30.01799 -30.02602 -30.02980 -30.03812
 -30.04142 -30.05003 -30.05408 -30.06158 -30.06453 -30.07075 -30.07332 -30.08013
 -30.33579 -30.34085 -30.34289 -30.34816 -30.35076 -30.35879 -30.36258 -30.37090
 -30.37419 -30.38280 -30.38685 -30.39435 -30.39731 -30.40352 -30.40609 -30.41290
 -30.55499 -30.56004 -30.56208 -30.56735 -30.56995 -30.57798 -30.58177 -30.59009
 -30.59339 -30.60199 -30.60604 -30.61355 -30.61650 -30.62271 -30.62528 -30.63209
 -30.78734 -30.79240 -30.79443 -30.79971 -30.80231 -30.81034 -30.81412 -30.82244
 -30.82574 -30.83434 -30.83840 -30.84590 -30.84885 -30.85507 -30.85763 -30.86445
---------------------/ IPRT= 1  / IGRD= 0  /--------/ Z1= 3   / DATE= 11/11/02
 -27.42931 -27.35508 -27.31632 -27.21714 -27.16372 -26.97963 -26.87315 -26.56939
 -26.41657 -25.99367 -25.76444 -25.11663 -24.81073 -24.08230 -23.75908 -23.02841
 -27.56713 -27.51046 -27.48040 -27.40271 -27.36026 -27.21462 -27.13083 -26.89006
 -26.76736 -26.42130 -26.23241 -25.69630 -25.43687 -24.79357 -24.50020 -23.81100
 -27.74057 -27.70559 -27.68635 -27.63528 -27.60644 -27.50879 -27.45309 -27.29042
 -27.20528 -26.95542 -26.81705 -26.42056 -26.21958 -25.68531 -25.43021 -24.79529
 -27.85270 -27.82797 -27.81441 -27.77663 -27.75505 -27.68432 -27.64263 -27.52009
 -27.45594 -27.26301 -27.15484 -26.83994 -26.67646 -26.22884 -26.00516 -25.42581
 -27.96666 -27.94857 -27.93866 -27.91236 -27.89753 -27.84595 -27.81628 -27.72866
 -27.68149 -27.53667 -27.45474 -27.21513 -27.08862 -26.73083 -26.54638 -26.05208
 -28.30066 -28.29526 -28.29223 -28.28379 -28.27888 -28.26154 -28.25150 -28.22074
 -28.20392 -28.15108 -28.12100 -28.02957 -27.97940 -27.83186 -27.75120 -27.52254
 -28.45083 -28.44808 -28.44644 -28.44095 -28.43814 -28.42824 -28.42266 -28.40495
 -28.39470 -28.36299 -28.34482 -28.28936 -28.25869 -28.16716 -28.11720 -27.97301
 -28.54812 -28.54605 -28.54486 -28.54203 -28.54042 -28.53381 -28.52948 -28.51738
 -28.51080 -28.48832 -28.47553 -28.43572 -28.41379 -28.34877 -28.31321 -28.20904
 -28.64970 -28.64918 -28.64851 -28.64577 -28.64445 -28.64104 -28.63855 -28.62941
 -28.62481 -28.60946 -28.60098 -28.57534 -28.56027 -28.51569 -28.49114 -28.41930
 -28.83859 -28.83799 -28.83760 -28.83761 -28.83767 -28.83398 -28.83281 -28.83066
 -28.82808 -28.82282 -28.81904 -28.80766 -28.80096 -28.78069 -28.77026 -28.73861
 -28.93706 -28.93735 -28.93751 -28.93744 -28.93778 -28.93665 -28.93635 -28.93567
 -28.93348 -28.93016 -28.92832 -28.92112 -28.91724 -28.90659 -28.90100 -28.88154
 -29.00257 -29.00256 -29.00255 -29.00251 -29.00247 -29.00253 -29.00241 -29.00287
 -29.00115 -28.99853 -28.99755 -28.99131 -28.98899 -28.98368 -28.98054 -28.96606
 -29.04985 -29.04997 -29.04999 -29.04950 -29.04937 -29.04913 -29.04884 -29.04845
 -29.04786 -29.04646 -29.04564 -29.04226 -29.04052 -29.03619 -29.03367 -29.02454
 -29.08437 -29.08452 -29.08457 -29.08406 -29.08399 -29.08371 -29.08334 -29.08252
 -29.08245 -29.08154 -29.08090 -29.07914 -29.07783 -29.07419 -29.07221 -29.06645
 -29.11029 -29.11036 -29.11038 -29.11018 -29.11017 -29.11015 -29.10982 -29.10920
 -29.10912 -29.10819 -29.10780 -29.10642 -29.10552 -29.10286 -29.10152 -29.09741
 -29.14724 -29.14719 -29.14717 -29.14732 -29.14720 -29.14708 -29.14700 -29.14692
 -29.14678 -29.14619 -29.14594 -29.14490 -29.14450 -29.14291 -29.14232 -29.14007
 -29.16077 -29.16071 -29.16069 -29.16085 -29.16063 -29.16030 -29.16033 -29.16036
 -29.16026 -29.15999 -29.15971 -29.15892 -29.15864 -29.15727 -29.15682 -29.15520
 -29.21811 -29.21811 -29.21811 -29.21811 -29.21810 -29.21805 -29.21811 -29.21821
 -29.21820 -29.21822 -29.21820 -29.21821 -29.21822 -29.21816 -29.21813 -29.21876
 -29.19613 -29.19613 -29.19613 -29.19613 -29.19613 -29.19614 -29.19613 -29.19613
 -29.19613 -29.19612 -29.19613 -29.19607 -29.19604 -29.19609 -29.19603 -29.19656
 -29.16943 -29.16943 -29.16943 -29.16943 -29.16943 -29.16943 -29.16943 -29.16944
 -29.16943 -29.16947 -29.16942 -29.16986 -29.17004 -29.16991 -29.16990 -29.16997
 -29.12788 -29.12788 -29.12788 -29.12788 -29.12788 -29.12788 -29.12788 -29.12788
 -29.12789 -29.12780 -29.12773 -29.12800 -29.12804 -29.12840 -29.12860 -29.12836
 -29.18381 -29.18381 -29.18381 -29.18381 -29.18381 -29.18381 -29.18381 -29.18381
 -29.18381 -29.18381 -29.18381 -29.18381 -29.18381 -29.18380 -29.18383 -29.18371
 -29.51658 -29.51658 -29.51658 -29.51658 -29.51658 -29.51658 -29.51658 -29.51658
 -29.51658 -29.51658 -29.51658 -29.51658 -29.51658 -29.51657 -29.51660 -29.51649
 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577
 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577 -29.73577 -29.73580 -29.73568
 -29.96813 -29.96813 -29.96813 -29.96813 -29.96813 -29.96813 -29.96813 -29.96813
 -29.96813 -29.96813 -29.96813 -29.96813 -29.96813 -29.96812 -29.96815 -29.96803
C-------------------------------------------------------------------------------
C
C     RADIATED POWERS IN UNITS OF W CM**3 
C     ----------------------------------- 
C
C     INPUT DATA
C         FOR YEAR: 96 AND WITH PREFIX:   
C         FOR li RECOMBINING ION CHARGE(S)  1 TO  3
C
C     CODE     : ADAS404
C     PRODUCER : Martin O'Mullane              
C     DATE     : 11/11/02
C
C-------------------------------------------------------------------------------
 
C---------------------------------------------------------------------------------
C ADAS ADF11 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf11/prb96r/prb96r_li.dat,v 2.1 2004/07/07 00:08:28 whitefor Exp $ Date $Date: 2004/07/07 00:08:28 $
C---------------------------------------------------------------------------------
